customer_id,service_date,vehicle_type,service_type,service_cost,service_duration,customer_rating,location,payment_method,visit_frequency,total_spent,avg_spent_per_visit,avg_rating,days_since_last_visit,service_year,service_month,day_of_week,is_weekend,vehicle_type_encoded,service_type_encoded,day_of_week_encoded,location_encoded,payment_method_encoded,cost_category,loyalty_tier,recency_category
C0890,2021-11-28,Unknown,Premium Wash,0.4498142242546407,0.17142857142857146,4.0,Highway,Mobile Pay,0.3076923076923077,0.32866634257008587,0.47753042445829624,4.0,0.7846913580246914,2021,11,Sunday,True,14,12,3,2,4,Standard,Regular,At-Risk
C0847,2021-05-04,Suv,Deluxe Wash,0.4940995517313999,0.4285714285714286,3.0,Downtown,Debit Card,0.3076923076923077,0.26823853508345485,0.38895814781834376,3.6,0.7446913580246913,2021,5,Tuesday,False,8,8,5,1,2,Standard,Regular,At-Risk
C0413,2022-06-11,Van,Full Service,0.7300873973344566,0.8571428571428571,10.0,Downtown,Mobile Pay,0.4615384615384616,0.5568384378544806,0.577975660433363,5.0,0.32790123456790127,2022,6,Saturday,True,15,9,2,1,4,Premium,Regular,Active
C0811,2021-02-28,Luxury,Premium Wash,0.449588585697524,0.38510138544820627,3.0,Airport,Membership,0.3076923076923077,0.1506400907470426,0.21662214306916,3.4,0.6893827160493827,2021,2,Sunday,True,2,12,3,0,3,Standard,Regular,At-Risk
C0117,2022-02-18,Hatchback,Interior Detailing,0.6173282890580343,0.5333333333333333,4.0,Airport,Credit Card,0.4615384615384616,0.47715119105493436,0.4945681211041852,4.0,0.762962962962963,2022,2,Friday,False,0,10,0,0,1,Standard,Regular,At-Risk
C0626,2021-07-22,Truck,Full Service,0.7187753843376756,0.8380952380952381,1.0,Mall,Membership,0.5384615384615385,0.6255631178091071,0.5678242802018403,3.88,0.740246913580247,2021,7,Thursday,False,11,9,4,3,3,Premium,Regular,At-Risk
C0604,2022-10-03,Luxury,Basic Wash,0.36214612352958875,0.0761904761904762,5.0,Mall,Membership,0.6153846153846154,0.4373521309350186,0.35072721875927576,4.0,0.4291358024691358,2022,10,Monday,False,2,7,1,3,3,Standard,Regular,Warming
C0674,2022-02-18,Hatchback,Basic Wash,0.36383089142272634,0.057142857142857134,5.0,Mall,Mobile Pay,0.6153846153846154,0.3693080538000324,0.29533986346096763,4.11,0.40444444444444444,2022,2,Friday,False,0,7,0,3,4,Standard,Regular,Warming
C0719,2021-09-22,Truck,Premium Wash,0.449588585697524,0.38510138544820627,5.0,Suburban,Credit Card,0.38461538461538464,0.25693566682871494,0.3091718610863758,4.5,0.3441975308641975,2021,9,Wednesday,False,11,12,6,4,1,Standard,Regular,Warming
C0597,2022-02-18,Hatchback,Deluxe Wash,0.449588585697524,0.38510138544820627,3.0,Highway,Debit Card,0.38461538461538464,0.21101928374655646,0.2531314930246364,3.83,0.8093827160493827,2022,2,Friday,False,0,8,0,2,2,Standard,Regular,At-Risk
C0555,2021-07-20,Van,Interior Detailing,0.6300543036794128,0.5904761904761905,4.0,Downtown,Debit Card,0.3076923076923077,0.38317938745746233,0.5573760759869397,3.8,0.5298765432098765,2021,7,Tuesday,False,15,10,5,1,2,Standard,Regular,Warming
C0808,2023-10-03,Sedan,Basic Wash,0.3516163241974789,0.06666666666666668,5.0,Suburban,Membership,0.5384615384615385,0.391403338194782,0.3533392698130009,4.5,0.5288888888888889,2023,10,Tuesday,False,6,7,5,4,3,Standard,Regular,Warming
C0202,2022-02-18,Suv,Premium Wash,0.409048858268901,0.17142857142857146,4.0,Highway,Mobile Pay,0.38461538461538464,0.20839410144222975,0.24992579400415554,4.83,0.2716049382716049,2022,2,Friday,False,8,12,0,2,4,Standard,Regular,Active
C0478,2022-02-18,Unknown,Premium Wash,0.44758792382442314,0.22857142857142856,4.0,Suburban,Mobile Pay,0.15384615384615385,0.10498298492950899,0.2541406945681211,4.0,0.571358024691358,2022,2,Friday,False,14,12,0,4,4,Standard,New,Warming
C0189,2022-02-25,Hatchback,Deluxe Wash,0.490128313126147,0.38095238095238093,3.0,Airport,Membership,0.23076923076923078,0.23249878463782206,0.422439893143366,3.5,0.3377777777777778,2022,2,Friday,False,0,8,0,0,3,Standard,New,Warming
C0355,2021-04-17,Sedan,Premium Wash,0.42015027527903975,0.2571428571428571,3.0,Suburban,Cash,0.38461538461538464,0.4727758872143898,0.5727515583259126,3.33,0.2814814814814815,2021,4,Saturday,True,6,12,2,4,0,Standard,Regular,Active
C0045,2021-07-02,Luxury,Interior Detailing,0.6580033996209274,0.6190476190476191,2.0,Airport,Credit Card,0.3076923076923077,0.4369956246961594,0.6362718907687741,3.4,0.6503703703703704,2021,7,Friday,False,2,10,0,0,1,Standard,Regular,Warming
C0720,2024-06-10,Suv,Basic Wash,0.3466522759409128,0.0380952380952381,4.0,Highway,Credit Card,0.38461538461538464,0.2112056392805056,0.25336895221133865,4.0,0.1688888888888889,2024,6,Monday,False,8,7,1,2,1,Standard,Regular,Active
C0444,2021-08-22,Van,Basic Wash,0.3468929570685039,0.0761904761904762,2.0,Mall,Debit Card,0.3076923076923077,0.23784637822070975,0.3444345503116652,3.4,0.3782716049382716,2021,8,Sunday,True,15,7,3,3,2,Standard,Regular,Warming
C0842,2021-07-05,Truck,Premium Wash,0.44166115105749276,0.18095238095238095,3.0,Suburban,Membership,0.4615384615384616,0.29105493437044233,0.2997922232116355,3.57,0.40395061728395065,2021,7,Monday,False,11,12,1,4,3,Standard,Regular,Warming
C0569,2022-02-18,Van,Deluxe Wash,0.49879283371942607,0.39047619047619053,3.0,Mall,Mobile Pay,0.5384615384615385,0.2738292011019283,0.24565152864351442,2.88,0.5441975308641975,2022,2,Friday,False,15,8,0,3,4,Standard,Regular,Warming
C0186,2022-02-18,Luxury,Full Service,0.638929420259334,1.0000000000000002,3.0,Highway,Membership,0.15384615384615385,0.19161400097228973,0.4657168299198575,3.67,0.7081481481481482,2022,2,Friday,False,2,9,0,2,3,Standard,New,At-Risk
C0462,2021-07-09,Van,Premium Wash,0.4312516922891784,0.1904761904761905,1.0,Airport,Credit Card,0.6153846153846154,0.447156052503646,0.3587414663104779,2.78,0.5807407407407408,2021,7,Friday,False,15,12,0,0,1,Standard,Regular,Warming
C0751,2021-07-12,Hatchback,Basic Wash,0.36016050422696233,0.009523809523809518,5.0,Highway,Credit Card,0.4615384615384616,0.23294441743639602,0.23894330661917482,4.43,0.5017283950617284,2021,7,Monday,False,0,7,1,2,1,Standard,Regular,Warming
C0914,2021-11-20,Van,Full Service,0.6067383194440267,0.8761904761904763,4.0,Airport,Debit Card,0.5384615384615385,0.3748744125749473,0.3382012466607302,4.0,0.7244444444444444,2021,11,Saturday,True,15,9,2,0,2,Standard,Regular,At-Risk
C0298,2022-02-18,Unknown,Unknown,0.449588585697524,0.38510138544820627,4.0,Unknown,Unknown,0.6153846153846154,0.29465240641711227,0.23455031166518253,4.0,0.3323456790123457,2022,2,Friday,False,14,13,0,5,5,Standard,Regular,Warming
C0991,2022-01-28,Hatchback,Deluxe Wash,0.4797790246397305,0.34285714285714286,4.0,Airport,Mobile Pay,0.3076923076923077,0.24684816075190402,0.357613535173642,3.8,0.31308641975308643,2022,1,Friday,False,0,8,0,0,4,Standard,Regular,Active
C0665,2021-09-28,Unknown,Deluxe Wash,0.5160917897650351,0.33333333333333337,4.0,Airport,Mobile Pay,0.38461538461538464,0.3374007454221358,0.40747996438112205,4.0,0.4014814814814815,2021,9,Tuesday,False,14,8,5,0,4,Standard,Regular,Warming
C0386,2022-02-18,Hatchback,Interior Detailing,0.5825799512620717,0.4285714285714286,4.0,Highway,Credit Card,0.3076923076923077,0.39412574947334306,0.5734639358860195,4.4,0.3683950617283951,2022,2,Friday,False,0,10,0,2,1,Standard,Regular,Warming
C0162,2022-02-18,Unknown,Unknown,0.449588585697524,0.38510138544820627,4.0,Unknown,Unknown,0.3076923076923077,0.3197131745260087,0.4644108043929949,4.4,0.4562962962962963,2022,2,Friday,False,14,13,0,5,5,Standard,Regular,Warming
C0165,2021-06-22,Van,Interior Detailing,0.6520766268539969,0.6,4.0,Highway,Membership,0.38461538461538464,0.47596013612056387,0.5766696349065005,4.33,0.2859259259259259,2021,6,Tuesday,False,15,10,5,2,3,Standard,Regular,Active
C0483,2022-12-16,Hatchback,Basic Wash,0.369426727639219,0.09523809523809523,4.0,Suburban,Membership,0.38461538461538464,0.18373035164479012,0.21982784208964085,3.83,0.6725925925925926,2022,12,Friday,False,0,7,0,4,3,Standard,Regular,At-Risk
C0236,2021-07-10,Truck,Premium Wash,0.4467154547369055,0.17142857142857146,3.0,Downtown,Membership,0.4615384615384616,0.25112623561821423,0.2579400415553577,4.0,0.43950617283950616,2021,7,Saturday,True,11,12,2,1,3,Standard,Regular,Warming
C0121,2021-12-08,Van,Premium Wash,0.40573949276452365,0.2666666666666667,4.0,Airport,Cash,0.9230769230769231,0.48804893858369786,0.2692787177203918,3.92,0.2814814814814815,2021,12,Wednesday,False,15,12,6,0,0,Standard,VIP,Active
C0391,2021-04-18,Hatchback,Basic Wash,0.3525188784259455,0.0761904761904762,4.0,Mall,Cash,0.6153846153846154,0.6003727110678982,0.4834669041258534,14.11,0.7723456790123457,2021,4,Sunday,True,0,7,3,3,0,Standard,Regular,At-Risk
C0705,2024-04-17,Suv,Premium Wash,0.43209407623574725,0.24761904761904766,4.0,Highway,Mobile Pay,0.5384615384615385,0.40209042294603786,0.3631344612644702,3.62,0.22271604938271605,2024,4,Wednesday,False,8,12,6,2,4,Standard,Regular,Active
C0380,2022-02-18,Truck,Interior Detailing,0.6342361382713079,0.6857142857142857,4.0,Mall,Mobile Pay,0.38461538461538464,0.5118862421001459,0.6205402196497477,3.5,0.26962962962962966,2022,2,Friday,False,11,10,0,3,4,Standard,Regular,Active
C0629,2021-05-30,Hatchback,Premium Wash,0.449588585697524,0.38510138544820627,2.0,Mall,Debit Card,0.3076923076923077,0.2253281477880408,0.3260908281389136,3.6,0.345679012345679,2021,5,Sunday,True,0,12,3,3,2,Standard,Regular,Warming
C0411,2022-01-16,Van,Basic Wash,0.35077394025091013,0.09523809523809523,5.0,Downtown,Credit Card,0.0,0.011707988980716254,0.09260908281389135,5.0,0.8375308641975309,2022,1,Sunday,True,15,7,3,1,1,Standard,,At-Risk
C0238,2021-06-25,Truck,Full Service,0.7479880561990433,0.8285714285714286,4.0,Highway,Membership,0.6153846153846154,0.7276616431696645,0.5870584743247255,4.11,0.6054320987654321,2021,6,Friday,False,11,9,0,2,3,Premium,Regular,Warming
C0563,2022-02-18,Van,Premium Wash,0.4491523511537652,0.19999999999999998,4.0,Highway,Cash,0.15384615384615385,0.25631988332523087,0.6237459186702285,2.67,0.8069135802469136,2022,2,Friday,False,15,12,0,2,0,Standard,New,At-Risk
C0302,2021-06-27,Unknown,Deluxe Wash,0.5185587713228437,0.419047619047619,4.0,Airport,Mobile Pay,0.23076923076923078,0.30947172257332684,0.563431285247848,4.0,0.8212345679012346,2021,6,Sunday,True,14,8,3,0,4,Standard,New,At-Risk
C0470,2021-07-04,Sedan,Premium Wash,0.4173222720298445,0.20952380952380953,4.0,Airport,Debit Card,0.38461538461538464,0.5029330740560687,0.6096170970614425,4.0,0.8128395061728395,2021,7,Sunday,True,6,12,3,0,2,Standard,Regular,At-Risk
C0718,2022-02-18,Hatchback,Full Service,0.7247322422455551,0.8571428571428571,3.0,Highway,Membership,0.38461538461538464,0.4601280181494085,0.5573167111902642,3.83,0.41283950617283954,2022,2,Friday,False,0,9,0,2,3,Premium,Regular,Warming
C0205,2021-08-23,Truck,Premium Wash,0.4169612503384579,0.17142857142857146,2.0,Airport,Membership,0.38461538461538464,0.2785286015232539,0.33558919560700506,3.17,0.36444444444444446,2021,8,Monday,False,11,12,1,0,3,Standard,Regular,Warming
C0869,2021-11-03,Van,Full Service,0.6750616745389453,0.7904761904761906,4.0,Downtown,Credit Card,0.6153846153846154,0.9968562631664235,0.806233303650935,3.67,0.10419753086419753,2021,11,Wednesday,False,15,9,6,1,1,Premium,Regular,Active
C0554,2021-05-10,Suv,Basic Wash,0.3491192574987214,0.0,1.0,Mall,Membership,0.15384615384615385,0.12458272565224435,0.3019887206886317,3.0,0.7624691358024691,2021,5,Monday,False,8,7,1,3,3,Standard,New,At-Risk
C0192,2021-06-15,Van,Basic Wash,0.3510447065194501,0.047619047619047616,4.0,Mall,Mobile Pay,0.15384615384615385,0.07570896127045858,0.1826061145740576,3.33,0.8212345679012346,2021,6,Tuesday,False,15,7,5,3,4,Standard,New,At-Risk
C0834,2021-11-23,Hatchback,Full Service,0.7215733024459221,0.7142857142857143,3.0,Suburban,Membership,0.4615384615384616,0.33601523253929666,0.346809142178688,4.0,0.5762962962962963,2021,11,Tuesday,False,0,9,5,4,3,Premium,Regular,Warming
C0880,2021-12-25,Suv,Premium Wash,0.4271901982610789,0.2380952380952381,3.0,Highway,Mobile Pay,0.4615384615384616,0.32073407875546905,0.33084001187295936,3.86,0.582716049382716,2021,12,Saturday,True,8,12,2,2,4,Standard,Regular,Warming
C0889,2022-02-18,Van,Full Service,0.68222193808478,0.8095238095238095,4.0,Mall,Mobile Pay,0.23076923076923078,0.42512558742505263,0.7753042445829622,3.5,0.688395061728395,2022,2,Friday,False,15,9,0,3,4,Premium,New,At-Risk
C0980,2021-03-17,Hatchback,Interior Detailing,0.6098671741027107,0.47619047619047616,3.0,Highway,Membership,0.5384615384615385,0.42758061902446926,0.38646482635796975,3.62,0.8212345679012346,2021,3,Wednesday,False,0,10,6,2,3,Standard,Regular,At-Risk
C0278,2022-02-18,Hatchback,Full Service,0.72972637564307,0.7904761904761906,5.0,Highway,Cash,0.23076923076923078,0.17914438502673796,0.3247254378153755,3.0,0.6192592592592593,2022,2,Friday,False,0,9,0,2,0,Premium,New,Warming
C0485,2022-02-18,Suv!,#Basic Wash,0.35017223743193243,0.0380952380952381,3.0,Mall,Mobile Pay,0.5384615384615385,0.3002268676065467,0.26981300089047194,3.75,0.2069135802469136,2022,2,Friday,False,10,2,0,3,4,Standard,Regular,Active
C0366,2023-10-29,Nan!,#Full Service,0.7478978007761967,0.8476190476190476,4.0,Mall,Credit Card,0.4615384615384616,0.27016690973910223,0.2778866132383497,3.86,0.3106172839506173,2023,10,Sunday,True,5,4,3,3,1,Premium,Regular,Active
C0652,2022-02-18,Luxury,Interior Detailing,0.5828507175306117,0.5619047619047619,3.0,Highway,Credit Card,0.4615384615384616,0.5043023821098688,0.5229444939151082,3.71,0.31209876543209875,2022,2,Friday,False,2,10,0,2,1,Standard,Regular,Active
C0481,2021-09-05,Truck,Full Service,0.0,0.8190476190476191,3.0,Airport,Mobile Pay,0.3076923076923077,0.1320612542537676,0.18943306619174832,3.8,0.44790123456790126,2021,9,Sunday,True,11,9,3,0,4,,Regular,Warming
C0226,2021-08-26,Truck,Deluxe Wash,0.4978601943500106,0.3047619047619048,3.0,Airport,Membership,0.0,0.05132069356668287,0.3828435737607599,3.0,0.9081481481481481,2021,8,Thursday,False,11,8,4,0,3,Standard,,At-Risk
C0504,2021-04-10,Luxury,Premium Wash,0.41840533710400435,0.14285714285714288,3.0,Highway,Mobile Pay,0.38461538461538464,0.21565386485172577,0.2587711487088157,3.67,0.8212345679012346,2021,4,Saturday,True,2,12,2,2,4,Standard,Regular,At-Risk
C0511,2024-08-07,Hatchback,Basic Wash,0.34990147116339243,0.0761904761904762,4.0,Airport,Debit Card,0.23076923076923078,0.17957381299627287,0.3254971801721579,3.5,0.26419753086419756,2024,8,Wednesday,False,0,7,6,0,2,Standard,New,Active
C0732,2022-02-18,Sedan,Premium Wash,0.43886323294924645,0.19999999999999998,4.0,Suburban,Debit Card,0.6153846153846154,0.42436396046021707,0.3401602849510241,3.78,0.7279012345679012,2022,2,Friday,False,6,12,0,4,2,Standard,Regular,At-Risk
C0260,2021-08-25,Sedan,Premium Wash,0.4155171635729114,0.2380952380952381,1.0,Mall,Membership,0.15384615384615385,0.15235780262518228,0.36984268328880976,3.0,0.8212345679012346,2021,8,Wednesday,False,6,12,6,3,3,Standard,New,At-Risk
C0044,2021-11-21,Unknown,Premium Wash,0.4325754384909294,0.1904761904761905,4.0,Mall,Mobile Pay,0.23076923076923078,0.1446280991735537,0.261501929355892,3.75,0.32493827160493827,2021,11,Sunday,True,14,12,3,3,4,Standard,New,Active
C0778,2022-02-18,Suv,Basic Wash,0.3693063870754235,0.0761904761904762,5.0,Highway,Mobile Pay,0.6153846153846154,0.46379030951223466,0.37227663995250815,4.67,0.41283950617283954,2022,2,Friday,False,8,7,0,2,4,Standard,Regular,Warming
C0041,2022-02-18,Luxury,Premium Wash,0.4142535876530582,0.2761904761904762,3.0,Mall,Mobile Pay,0.38461538461538464,0.2601442229784476,0.31314930246363903,3.17,0.6518518518518519,2022,2,Friday,False,2,12,0,3,4,Standard,Regular,Warming
C0555,2022-02-18,Suv,Full Service,0.6944665904509764,0.8095238095238095,4.0,Airport,Mobile Pay,0.3076923076923077,0.38317938745746233,0.5573760759869397,3.8,0.5298765432098765,2022,2,Friday,False,8,9,0,0,4,Premium,Regular,Warming
C0290,2022-02-18,Suv,Interior Detailing,0.5490951893859624,0.6857142857142857,1.0,Mall,Credit Card,0.5384615384615385,0.6025603629881705,0.5467497773820125,3.12,0.8212345679012346,2022,2,Friday,False,8,10,0,3,1,Standard,Regular,At-Risk
C0539,2022-02-09,Hatchback,Premium Wash,1.0,0.1619047619047619,4.0,Airport,Debit Card,0.3076923076923077,0.36579160589855775,0.5319085782131195,3.8,0.7935802469135803,2022,2,Wednesday,False,0,12,6,0,2,Premium,Regular,At-Risk
C0273,2021-08-05,Truck,Basic Wash,0.36112322873732666,0.057142857142857134,3.0,Mall,Credit Card,0.23076923076923078,0.06618052179549505,0.11783912140100919,3.5,0.745679012345679,2021,8,Thursday,False,11,7,4,3,1,Standard,New,At-Risk
C0109,2024-01-04,Suv,Full Service,0.6283695357862752,0.761904761904762,4.0,Suburban,Debit Card,0.6153846153846154,0.4460541241289904,0.3577916295636688,3.56,0.4222222222222222,2024,1,Thursday,False,8,9,4,4,2,Standard,Regular,Warming
C0423,2022-02-18,Van,Interior Detailing,0.6067383194440267,0.6476190476190476,3.0,Airport,Mobile Pay,0.38461538461538464,0.20976340949602978,0.25158800831107153,3.83,0.17185185185185187,2022,2,Friday,False,15,10,0,0,4,Standard,Regular,Active
C0531,2022-02-18,Truck!,#Interior Detailing,0.5669055928277025,0.7142857142857143,4.0,Mall,Mobile Pay,0.4615384615384616,0.46994814454707495,0.48702879192638765,4.14,0.454320987654321,2022,2,Friday,False,13,5,0,3,4,Standard,Regular,Warming
C0376,2023-05-27,Truck,Basic Wash,0.3731271999759319,0.06666666666666668,3.0,Mall,Membership,0.15384615384615385,0.1404229460379193,0.3406945681211042,3.67,0.5269135802469136,2023,5,Saturday,True,11,7,2,3,3,Standard,New,Warming
C0828,2021-07-06,Unknown,Interior Detailing,0.5829409729534584,0.6857142857142857,4.0,Highway,Cash,0.23076923076923078,0.1727839896289094,0.3130899376669635,4.0,0.5496296296296297,2021,7,Tuesday,False,14,10,5,2,0,Standard,New,Warming
C0650,2024-02-23,Luxury,Full Service,0.6237364240801468,0.7238095238095238,4.0,Mall,Mobile Pay,0.38461538461538464,0.62448549667801,0.758029088750371,4.33,0.4069135802469136,2024,2,Friday,False,2,9,0,3,4,Standard,Regular,Warming
C0152,2022-02-28,Sedan,Basic Wash,0.353421432654412,0.019047619047619035,5.0,Airport,Credit Card,0.5384615384615385,0.3117647058823529,0.2803799346987237,3.25,0.3219753086419753,2022,2,Monday,False,6,7,1,0,1,Standard,Regular,Active
C0631,2024-12-09,Suv,Interior Detailing,0.5928088991846927,0.4571428571428572,4.0,Highway,Debit Card,0.4615384615384616,0.5902041808458921,0.6128821608785989,4.14,0.19901234567901235,2024,12,Monday,False,8,10,1,2,2,Standard,Regular,Active
C0789,2021-05-23,Van,Full Service,0.449588585697524,0.38510138544820627,4.0,Highway,Cash,0.4615384615384616,0.3721438988818668,0.384624517661027,3.86,0.5782716049382716,2021,5,Sunday,True,15,9,3,2,0,Standard,Regular,Warming
C0840,2021-10-30,Truck,Basic Wash,0.34620099882667954,0.028571428571428553,4.0,Airport,Mobile Pay,0.23076923076923078,0.031866796305298976,0.0549718017215791,3.5,0.7219753086419753,2021,10,Saturday,True,11,7,2,0,4,Standard,New,At-Risk
C0685,2021-10-01,Truck,Basic Wash,0.35405322061433864,0.0,4.0,Airport,Cash,0.38461538461538464,0.3669178415167719,0.4435143959631938,4.17,0.4138271604938272,2021,10,Friday,False,11,7,0,0,0,Standard,Regular,Warming
C0020,2022-02-18,Hatchback,Premium Wash,0.4377199975931888,0.1619047619047619,3.0,Downtown,Mobile Pay,0.23076923076923078,0.34947334305623073,0.6366874443455031,3.25,0.7111111111111111,2022,2,Friday,False,0,12,0,1,4,Standard,New,At-Risk
C0403,2022-02-07,Hatchback,Interior Detailing,0.5774353921598123,0.5047619047619047,5.0,Downtown,Mobile Pay,0.5384615384615385,0.5919137903095123,0.5369545859305431,4.12,0.4232098765432099,2022,2,Monday,False,0,10,1,1,4,Standard,Regular,Warming
C0350,2022-10-09,Hatchback,Full Service,0.703221366467102,0.8380952380952381,3.0,Suburban,Debit Card,0.15384615384615385,0.3255712202236266,0.7928762243989315,4.0,0.6118518518518519,2022,10,Sunday,True,0,9,3,4,2,Premium,New,Warming
C0142,2022-02-18,Truck,Premium Wash,0.449588585697524,0.38510138544820627,4.0,Suburban,Credit Card,0.23076923076923078,0.20406741208880244,0.3703769664588899,3.75,0.8212345679012346,2022,2,Friday,False,11,12,0,4,1,Standard,New,At-Risk
C0860,2022-02-18,Hatchback,Full Service,0.7133901441078252,0.9333333333333335,3.0,Mall,Cash,0.3076923076923077,0.28284718846216167,0.410388839418225,3.4,0.4804938271604938,2022,2,Friday,False,0,9,0,3,0,Premium,Regular,Warming
C0621,2021-11-02,Truck,Premium Wash,0.4218952134540751,0.2857142857142857,4.0,Airport,Mobile Pay,0.3076923076923077,0.1038405444822557,0.14805580290887504,3.6,0.6177777777777778,2021,11,Tuesday,False,11,12,5,0,4,Standard,Regular,Warming
C0034,2021-12-10,Truck,Full Service,0.7498834200788231,0.9904761904761906,5.0,Airport,Membership,0.23076923076923078,0.26869227029654835,0.48875037102997926,4.0,0.7288888888888889,2021,12,Friday,False,11,9,0,0,3,Premium,New,At-Risk
C0438,2021-05-26,Hatchback,Full Service,0.7425125605463463,0.9047619047619048,5.0,Mall,Mobile Pay,0.4615384615384616,0.5602900664397991,0.5815969130305728,4.14,0.454320987654321,2021,5,Wednesday,False,0,9,6,3,4,Premium,Regular,Warming
C0252,2022-02-18,Luxury,Basic Wash,0.3685241734107525,0.06666666666666668,4.0,Airport,Debit Card,0.23076923076923078,0.31571868416788196,0.5748886910062332,4.0,0.8212345679012346,2022,2,Friday,False,2,7,0,0,2,Standard,New,At-Risk
C0926,2021-11-18,Luxury!,#Basic Wash,0.3737289027949096,0.057142857142857134,3.0,Highway,Mobile Pay,0.23076923076923078,0.22026413871333653,0.40005936479667564,3.75,0.4641975308641975,2021,11,Thursday,False,3,2,4,2,4,Standard,New,Warming
C0709,2022-02-18,Suv,Basic Wash,0.35642994674930056,0.0761904761904762,4.0,Airport,Mobile Pay,0.6923076923076923,0.5424161400097229,0.3919857524487979,3.8,0.4523456790123457,2022,2,Friday,False,8,7,0,0,4,Standard,Regular,Warming
C0676,2022-11-29,Sedan,Premium Wash,0.4196388278829087,0.1904761904761905,2.0,Downtown,Credit Card,0.23076923076923078,0.07557932263814615,0.1350549124369249,3.25,0.5817283950617284,2022,11,Tuesday,False,6,12,5,1,1,Standard,New,Warming
C0510,2022-01-12,Unknown,Full Service,0.6370039712386053,0.8380952380952381,4.0,Mall,Mobile Pay,0.23076923076923078,0.20725976340949603,0.37625408132977145,4.0,0.7106172839506173,2022,1,Wednesday,False,14,9,6,3,4,Standard,New,At-Risk
C0561,2022-02-18,Truck,Full Service,0.6994908089894402,0.9142857142857143,4.0,Mall,Debit Card,0.3076923076923077,0.35450494247285685,0.5154051647373107,4.0,0.428641975308642,2022,2,Friday,False,11,9,0,3,2,Premium,Regular,Warming
C0292,2022-03-19,Luxury,Premium Wash,0.421925298595024,0.2380952380952381,4.0,Airport,Cash,0.5384615384615385,0.2265354075514503,0.20237459186702286,4.12,0.44,2022,3,Saturday,True,2,12,2,0,0,Standard,Regular,Warming
C0138,2021-06-12,Luxury,Full Service,0.6327920515057613,0.8857142857142858,4.0,Airport,Cash,0.38461538461538464,0.5445227677847999,0.6603739982190561,4.5,0.39308641975308645,2021,6,Saturday,True,2,9,2,0,0,Standard,Regular,Warming
C0724,2021-09-11,Luxury,Deluxe Wash,0.5033356900027077,0.4285714285714286,4.0,Mall,Mobile Pay,0.38461538461538464,0.2355371900826446,0.2830513505491244,3.67,0.482962962962963,2021,9,Saturday,True,2,8,2,3,4,Standard,Regular,Warming
